customer_id,signup_date,region,acquisition_channel,segment,age,annual_income_egp,monthly_spend_egp,orders_last_6m,avg_order_value_egp,satisfaction_score,support_tickets,discount_rate,website_visits_last_30d,is_active,churned
CUST-10436,2023-04-02,Giza,Web,Gold,18,204886.0,917.87,8,135.63,2.8,1,0.46,15,Yes,No
CUST-10437,2023-12-20,Giza,Mobile App,Gold,34,148837.0,2598.51,11,272.86,3.7,0,0.32,18,No,No
CUST-10438,2025-03-10,Mansoura,Branch,Bronze,71,180175.0,2371.64,7,314.17,,0,0.33,21,Yes,Yes
CUST-10439,2024-12-27,Cairo,Web,Platinum,21,"35,000",2439.57,7,301.95,4.6,2,0.07,15,Yes,No
CUST-10440,2023-02-20,Alexandria,Branch,Silver,18,210263.0,2998.33,8,411.65,3.2,1,0.25,16,Yes,Yes
CUST-10441,2024-10-26,,Mobile App,Bronze,56,267287.0,3563.3,7,484.26,4.6,2,0.26,12,No,No
CUST-10442,2024-11-28,Mansoura,Mobile App,Bronze,43,"205,781",1872.66,2,926.28,2.7,1,0.31,10,Yes,No
CUST-10443,2024-07-28,Alexandria,Mobile App,Bronze,37,"94,599",2629.62,10,276.68,2.9,3,0.07,15,Yes,No
CUST-10444,2023-07-09,Mansoura,Web,Bronze,50,"127,884",2463.69,6,477.61,3.3,3,0.33,16,Yes,Yes
CUST-10445,2023-05-05,Asyut,Branch,Platinum,26,"35,000",2539.85,6,409.61,3.6,2,0.46,18,Yes,No
CUST-10446,2023-05-30,Giza,Branch,Silver,34,243630.0,2553.34,6,473.78,1.4,1,0.68,19,Yes,Yes
CUST-10447,2023-11-10,Cairo,Mobile App,Gold,46,"114,577",3631.45,7,470.71,4.0,1,0.6,14,Yes,No
CUST-10448,2024-07-23,Giza,Mobile App,Bronze,58,"178,134",1786.29,7,275.39,5.0,0,0.14,12,No,Yes
CUST-10449,2023-12-08,Cairo,Mobile App,Bronze,22,170007.0,826.84,6,110.33,4.2,0,0.27,13,Yes,No
CUST-10450,2023-11-01,Alexandria,Mobile App,Silver,49,,1571.91,7,,3.4,4,0.18,14,No,No
CUST-10451,2024-11-22,Asyut,Mobile App,Bronze,39,185543.0,2881.54,4,585.06,2.6,6,0.21,19,Yes,No
CUST-10452,2024-11-12,Cairo,Mobile App,Silver,37,"232,578",2221.0,6,401.67,2.0,0,0.62,12,Yes,No
CUST-10453,2025-02-21,Cairo,Mobile App,Platinum,35,"215,520",1779.16,7,208.04,2.1,2,0.54,13,Yes,No
CUST-10454,2023-02-23,,Mobile App,Silver,20,,1231.15,5,223.21,3.5,2,0.2,13,Yes,No
CUST-10455,2024-03-19,Mansoura,Mobile App,Silver,46,"164,457",2399.16,7,342.35,5.0,2,0.19,17,Yes,No
CUST-10456,2024-09-04,Alexandria,Web,Bronze,26,"301,525",2780.06,6,448.5,1.2,1,0.46,17,Yes,No
CUST-10457,2023-09-21,Cairo,Web,Bronze,23,50932.0,2475.28,9,241.13,4.2,2,0.19,8,Yes,No
CUST-10458,2023-02-22,Asyut,Web,Bronze,45,,1972.0,7,262.99,3.0,2,0.24,15,Yes,Yes
CUST-10459,2024-07-25,Mansoura,mobile app ,Silver,44,"123,670",2331.98,13,195.72,3.3,1,0.27,9,Yes,No
CUST-10460,2024-09-11,Cairo,Mobile App,Bronze,36,"147,971",2326.76,4,621.07,2.8,2,0.7,14,Yes,No
CUST-10461,2023-01-05,,Mobile App,Bronze,47,"217,012",2370.73,3,654.89,2.4,2,0.21,13,Yes,No
CUST-10462,2023-04-13,Mansoura,Mobile App,Silver,51,216491.0,1134.13,3,415.44,3.7,0,0.23,18,Yes,No
CUST-10463,2023-07-15,Giza,Mobile App,Bronze,49,"219,418",2377.59,11,177.5,3.8,2,0.32,12,Yes,No
CUST-10464,2025-02-12,Cairo,Web,Bronze,29,"89,900",1803.46,11,166.77,4.2,2,0.2,16,Yes,No
CUST-10465,2023-12-16,Cairo,Mobile App,Bronze,46,"274,187",3136.56,9,315.06,2.1,3,0.16,12,Yes,No
CUST-10466,2023-02-16,Cairo,Mobile App,Platinum,37,"121,458",2319.63,13,184.69,4.4,0,0.36,13,Yes,No
CUST-10467,2024-10-17,Mansoura,Call Center,Silver,54,"130,126",2951.93,5,534.02,4.4,1,0.43,21,No,No
CUST-10468,2023-09-26, cairo ,Web,Silver,34,"221,463",1928.4,12,191.87,4.0,1,0.27,17,Yes,No
CUST-10469,2024-01-05,Cairo,Web,Bronze,31,"161,363",1960.86,10,181.16,,1,0.31,14,Yes,No
CUST-10470,,Cairo,Web,Platinum,28,200037.0,3544.83,8,397.37,3.9,4,0.26,9,Yes,No
CUST-10471,2023-04-16,Cairo,Web,Silver,37,39821.0,2592.7,10,236.3,3.5,1,0.04,13,Yes,No
CUST-10472,2024-10-31,Cairo,Mobile App,Bronze,40,198481.0,1556.94,10,180.39,4.5,1,0.13,11,Yes,No
CUST-10473,2024-10-20,Mansoura,Web,Gold,40,194159.0,3007.28,10,317.11,3.3,3,0.29,10,Yes,No
CUST-10474,2024-10-18,Giza,Mobile App,Bronze,39,146859.0,1720.03,11,170.79,3.7,3,0.08,17,Yes,No
CUST-10475,2023-04-30,Giza,Mobile App,Silver,42,"45,185",2403.13,6,467.49,2.0,0,0.47,11,Yes,No
CUST-10476,2025-02-25,Cairo,Web,Silver,33,"166,167",3853.01,6,,3.9,3,0.13,17,Yes,Yes
CUST-10477,2024-08-26,Alexandria,Web,Bronze,25,"177,571",911.85,7,142.71,2.9,1,0.23,12,No,No
CUST-10478,2023-02-27,Giza,Web,Platinum,24,156130.0,2041.8,6,299.17,,2,0.27,11,No,No
CUST-10479,2023-12-12,Mansoura,Web,Gold,46,"60,649",2567.44,6,486.68,4.3,2,0.18,19,Yes,No
CUST-10480,2025-01-10,Cairo,Web,Silver,40,"283,658",2888.23,7,363.71,3.1,2,0.26,15,Yes,Yes
CUST-10481,2024-04-18,Mansoura,Call Center,Bronze,18,"138,474",1082.89,7,169.73,3.6,1,0.23,14,No,Yes
CUST-10482,2023-04-27,Alexandria,Web,Bronze,47,,817.79,11,79.86,3.8,3,0.02,15,Yes,No
CUST-10483,2025-03-01,Cairo,Branch,Bronze,56,"35,000",27000.0,7,501.59,3.9,6,0.01,21,Yes,Yes
CUST-10484,2023-05-07,Giza,Web,Gold,27,"283,666",1551.63,8,196.49,4.3,1,0.18,11,No,No
CUST-10485,2024-01-28,Asyut,Call Center,Bronze,39,"149,674",1513.95,5,319.59,,3,0.35,17,Yes,No
CUST-10486,2024-10-02,Asyut,Mobile App,Silver,30,"186,400",3595.22,4,1061.78,3.3,0,0.19,16,Yes,No
CUST-10487,2023-02-27,Giza,Mobile App,Gold,42,"252,848",2262.73,2,950.84,5.0,1,0.19,16,Yes,No
CUST-10488,2024-09-25,Giza,Mobile App,Bronze,22,"136,040",2268.61,5,419.03,4.3,2,0.55,13,No,No
CUST-10489,2024-05-27,Asyut,Mobile App,Silver,34,"242,611",2038.18,5,425.79,4.9,0,0.14,20,No,No
CUST-10490,2025-01-20,,Mobile App,Bronze,46,"46,014",1098.42,6,217.05,3.9,1,0.09,22,Yes,Yes
CUST-10491,2023-04-06,Cairo,Mobile App,Platinum,49,"215,814",2808.13,10,235.39,4.0,2,0.23,12,Yes,No
CUST-10492,2024-09-29,Asyut,Mobile App,Silver,40,"282,196",2568.51,6,346.33,3.5,1,0.32,9,Yes,No
CUST-10493,2023-04-28,Cairo,Web,Bronze,31,"142,273",2351.82,3,644.63,3.2,1,0.38,20,Yes,No
CUST-10494,2024-07-13,Alexandria,Web,Bronze,18,252727.0,2095.31,8,,4.5,2,0.48,9,Yes,No
CUST-10495,2024-08-23,Cairo,Mobile App,Bronze,27,"299,205",1936.91,12,187.74,3.8,0,0.55,18,Yes,No
CUST-10496,2024-05-02,Cairo,Mobile App,Gold,30,"163,435",3021.24,11,298.97,3.5,3,0.21,13,Yes,Yes
CUST-10497,2023-08-25,Giza,Mobile App,Gold,27,158061.0,2072.84,10,221.97,2.7,0,0.07,18,Yes,Yes
CUST-10498,2023-09-29,Mansoura,Mobile App,Silver,36,"121,611",2142.35,8,,5.0,0,0.32,14,Yes,No
CUST-10499,2023-07-08,Cairo,Branch,Bronze,31,"146,868",2676.9,9,330.98,3.7,3,0.05,16,Yes,No
CUST-10500,2024-12-04,Cairo,Web,Bronze,37,"127,002",2387.16,11,187.12,2.5,1,0.24,16,Yes,No
CUST-10501,2024-03-22,Cairo,Web,Bronze,48,121558.0,3678.05,5,,3.7,2,0.31,11,Yes,No
CUST-10502,2024-08-03,Giza,Web,Silver,31,"257,924",614.77,9,68.03,3.4,3,0.3,11,Yes,No
CUST-10503,2025-02-28,Asyut,Mobile App,Gold,20,"128,655",2469.92,6,347.5,3.4,1,0.05,11,Yes,No
CUST-10504,2023-09-04,Giza,Call Center,Silver,27,"196,804",1564.95,9,168.29,4.1,1,0.24,11,Yes,Yes
CUST-10505,,Alexandria,Web,Bronze,41,"182,485",1352.12,4,313.22,3.4,3,0.16,13,No,No
CUST-10506,2023-06-03,Asyut,Mobile App,Silver,42,"277,376",1788.64,10,145.64,3.3,0,0.15,20,No,No
CUST-10507,2024-10-17,Alexandria,Web,Gold,39,"147,295",2249.21,6,320.4,4.8,3,0.15,9,Yes,Yes
CUST-10508,2024-03-10,Cairo,Mobile App,Gold,49,"204,775",2289.16,9,281.21,2.0,2,0.3,15,Yes,No
CUST-10509,2023-03-27,Cairo,Mobile App,Gold,33,"231,420",834.42,11,61.23,3.6,2,0.54,15,Yes,Yes
CUST-10510,2024-11-27,Giza,Web,Bronze,58,"276,834",1713.02,8,251.32,4.4,0,0.11,15,Yes,No
CUST-10511,2023-10-12,Giza,Mobile App,Bronze,44,"146,346",2453.1,8,,4.2,1,0.39,16,Yes,No
CUST-10512,2023-08-08,Giza,Web,Gold,18,"139,837",1410.76,5,315.92,4.5,4,0.64,12,No,Yes
CUST-10513,2023-03-10,Mansoura,Web,Silver,55,"110,984",1196.69,4,,5.0,2,0.08,15,Yes,No
CUST-10514,2023-02-16,Giza,Web,Bronze,27,"325,359",169.48,5,50.0,5.0,2,0.07,12,Yes,No
CUST-10515,2023-04-04, cairo ,Web,Gold,24,"269,991",1603.13,10,,2.6,1,0.29,15,Yes,Yes
CUST-10516,2025-01-19,,Web,Gold,41,"177,257",1165.33,10,106.63,2.2,2,0.28,14,Yes,No
CUST-10517,2024-03-28,Giza,Mobile App,Silver,18,"305,544",1314.46,7,175.24,3.9,2,0.13,11,Yes,No
CUST-10518,2023-07-23,Mansoura,Mobile App,Silver,27,"173,379",1955.36,2,948.95,2.4,0,0.01,13,Yes,No
CUST-10519,2023-08-06,Alexandria,Mobile App,Bronze,52,"227,087",1660.15,4,355.16,,5,0.52,10,Yes,No
CUST-10051,2023-06-16,Mansoura,Web,Bronze,25,"217,254",3146.78,3,864.1,3.5,1,0.23,11,Yes,No
CUST-10322,2023-08-15,Giza,Web,Silver,41,"136,919",3217.89,7,455.91,2.5,1,0.35,21,Yes,Yes
CUST-10418,2023-02-08,GIZA,Mobile App,Gold,33,61214.0,2487.46,3,782.0,4.8,5,0.26,20,Yes,No
CUST-10082,2024-07-09,Cairo,Web,Silver,47,167539.0,2559.08,3,724.26,3.7,2,0.21,16,Yes,No
CUST-10506,2023-06-03,Asyut,Mobile App,Silver,42,"277,376",1788.64,10,145.64,3.3,0,0.15,20,No,No
CUST-10445,2023-05-05,Asyut,Branch,Platinum,26,"35,000",2539.85,6,409.61,3.6,2,0.46,18,Yes,No
CUST-10050,2023-01-21,Alexandria,Web,Silver,41,"254,713",1849.42,5,417.47,4.0,2,0.06,16,No,No
CUST-10003,2023-04-17,Giza,Mobile App,Bronze,38,80006.0,1817.51,8,250.25,4.1,2,0.22,12,Yes,No
CUST-10147,2024-05-17,Asyut,Mobile App,Silver,25,,3062.46,7,368.87,3.4,0,0.17,18,Yes,No
CUST-10453,2025-02-21,Cairo,Mobile App,Platinum,35,"215,520",1779.16,7,208.04,2.1,2,0.54,13,Yes,No
CUST-10316,2024-08-09,Giza,Call Center,Silver,47,"180,421",3898.6,4,1105.79,3.7,4,0.32,15,Yes,No
CUST-10090,2023-09-09,Asyut,Web,Bronze,23,220867.0,2126.5,4,469.81,2.9,3,0.17,14,Yes,Yes
